STA_SEQ,Station_Name,Proximity_Landmark,YLat,XLong
18858,Colebrook Brook,Along  Colebrook Road above wooden stream crossing,41.93023,-73.07869
18859,Mill Brook,along Rte 44 above TelePole #4-949,41.94552,-73.11322
18860,Burlington Brook,DS of Belden Rd.,41.7828,-72.95164
18861,Burlington Brook,US of VineYard Rd.,41.778784,-72.937282
18862,Bradley Brook,above confluence Burlington Brook,41.77826,-72.938342
18863,Norfolk Brook,at Yale School Music DS Mountain Road,41.98729,-73.20155
18864,Quinnipiac River,between meriden landfill and St. Laurents Cemetary,41.51137,-72.82328
18865,Byron Brook,US Pacemaker Road,41.602868,-72.065055
18866,Saftstrom Brook,Downstream of Gorge,41.52521,-72.47864
18867,Blackledge River,500m west of Sandy Ln cul-de-sac,41.617548,-72.426253
18868,Honeypot Brook Unnamed tributary to (Cheshire Park Brook),Downstream Cheshire Park Off Country Club Road,41.523611,-72.891389
18869,West Aspetuck River,Upstream of Andreson Acres Farm off Kent Hollow/Anderson Acres Rd,41.71614,-73.39466
18870,Roberts Brook (Mirror Lake outlet),at Gurleyville Rd near Bundy Lane,41.812801,-72.23496
18871,Moodus River,25m US of Gristmill Rd Crossing,41.50859,-72.44826
18872,Farmington River,Top of Rainbow Res. upstream,41.890553,-72.733268
18873,Farmington River,at mouth,41.844503,-72.631996
18874,Weekeepeemee River,Route 47 at Bridge across from Ruffin Road,41.567201,-73.218045
18875,Walker Brook,Intersection of Hartwell Rd and Shinar Mountain Road and Walker Brook Road,41.598459,-73.347537
18876,Curtiss Brook,at Route 110 crossing,41.3207,-73.09938
18877,Leadmine Brook,adjacent to South road (Hollow road on state property ),41.7211,-73.05769
18878,Shetucket River,Rt 169,41.566642,-72.045057
18879,FARM RIVER,end of Moulthrop rd,41.283315,-72.866188
18880,Thames River,DS of Military Highway,41.414375,-72.087195
18881,Bantam River,At most upstream West Morris Road Crossing top end of fly fishing only sections,41.70467,-73.25018
18882,Cemetery Pond Brook,at Peters Lane in Roosevelt Forest,41.251265,-73.128089
18883,East Branch Naugatuck River,at Sawmill Hill Road,41.85783,-73.12913
18884,Shepaug River,DS Rte 47 and adjacent to River Road at Cook Street,41.63914,-73.32138
18885,Cemetery Pond Brook,at Peters Lane,41.2466,-73.12554
18887,Sprain Brook tributary,100 m upstream of Sprain Brook by Painter Hill Rd,41.583871,-73.250149
18888,Sprain Brook tributary,100 m upstream of Sprain Brook,41.61216,-73.27035
18889,Bee Brook,500 m upstream of Shepaug River,41.66014,-73.31994
18890,Terry Brook,above Green Manor Park footbridge,41.98935,-72.511356
18891,Terry Brook,above Rte 190,41.984484,-72.51955
18892,Terry Brook,Above Westerly Dr.,41.986622,-72.516959
18893,Rooster River,DS Brooklawn Ave,41.182013,-73.218791
18894,Abbington Brook,above cheney Rd.,41.860044,-71.999781
18895,Read Brook,Parallel to Boston Post Road,41.928461,-72.166775
18896,Converse Pond Brook,Upstream of Merritt Prkwy,41.075327,-73.669271
18897,Lyman Brook,Below Rte 66,41.633671,-72.455445
18898,Arrigoni Pond outflow,below Blue Hills Rd,41.439831,-72.643532
18899,sawmill brook,below trib at industrial drive,41.587314,-72.717561
18900,Sawmill Brook Trib,above Sawmill confluence at industrial park rd.,41.587189,-72.717588
18901,Sawmill Brook Trib,below I-91,41.585697,-72.713549
18902,Sawmill Brook Trib,above I-91,41.584533,-72.712342
18903,Rock Brook,downstream Route 4,41.772057,-73.038066
18904,Stony Brook,about 400m below footbridge at rest area,41.468147,-72.118173
18905,Stony Brook,above Raymond Hill Rd,41.461012,-72.115759
18906,Hollenbeck River Unnamed tributary to,150ft North of 259 Cornwall Hollow Rd/CT-43,41.87837,-73.28951
18907,North Kent Brook,at mouth,41.76785,-73.43851
18908,Merryall Brook unnamed tributary to,DS Treasure Hill Rd; north branch of headwaters,41.69844,-73.42573
18909,Baldwin Brook unnamed tributary to,at Furnace Brook Road Town Garage entrance,41.84689,-73.33301
18910,Birdseye Brook unnamed tributary to,at Toumey Road 15m north of lookout,41.834,-73.30361
18911,Birdseye Brook unnamed tributary to,at Toumey Road 30m south of Tracey Road gate,41.83624,-73.29956
18912,Housatonic River unnamed tributary to,Adjacent to 250 Schaghticoke Rd,41.69843,-73.49974
18913,Housatonic River unnamed tributary to,at Schaghticoke Rd,41.70522,-73.49458
18914,Housatonic River unnamed tributary to,at mouth at Kent Rd/Rt 7,41.71463,-73.48306
18915,Buck Brook,Upstream Rt 89 near Westford Hill Rd,41.888368,-72.16778
18916,Padanaram Brook,200m US rte 37 and Padanaram Rd,41.42525,-73.47433
18917,Wolfpit Brook,DS Aunt Patty's Rd.,41.35868,-73.375
18918,Housatonic trib,Across from Straits Rock,41.6323,-73.469
18919,Mianus River,US Farms Rd,41.1234,-73.6088
18920,Shepaug River Unnamed Tributary to,,41.61291,-73.33029
18921,Shepaug River Unnamed Tributary to,100 m above mouth,41.60567,-73.33967
18922,Shepaug River Unnamed Tributary to,100 m US mouth,41.62301,-73.32809
18923,Shepaug River Unnamed Tributary to,US from mouth,41.64428,-73.31861
18924,East Branch Shepaug River Unnamed tributary to,Downstream of Seeley Rd.,41.78135,-73.28623
18925,East Branch Shepaug River Unnamed tributary to (Hart Pond outflow),Downstream East Cornwall Rd,41.7823,-73.2892
18926,Coppermine Brook,Downstream Artisan St,41.6813,-72.9078
18927,Blackberry River,US Lone Oak Campground bridge,42.0083,-73.2628
18928,HOUSATONIC RIVER,Adjacent Route 44 at Deer St,42.0147,-73.3519
18929,Beachdale Pond,BDP-1 Deepest part of pond,41.5793,-71.86052
18930,White Brook,At private trail off Searles Road opposite Barrett Hill Rd,41.83064,-71.93234
18931,Naugatuck River,Behind trailer park off South Main St,41.411667,-73.07055
18932,French River,Adj Rte 12 near Plum Rd,41.963157,-71.89015
18933,Little River,At end of Senexit Village Rd,41.929386,-71.93809
18934,Pataganset Lake (East Lyme),PAT-1 Deep Hole,41.37493,-72.22935
18935,Saugatuck River,Adj to Valley Forge Road - downstream of juction of Old Stage Coach Road.,41.23232,-73.3451
18936,Eightmile River,within Lyme Land Trust Pleasant Valley Preserve (upstream Macintosh Rd),41.41528,-72.33762
18937,East Br. Mianus River,Above Riverbank Rd,41.110999,-73.587656
18938,Byram River,under Bailwick Rd,41.046332,-73.662624
18939,Horseneck Brook,US of Valley Rd,41.030432,-73.640064
18940,Rockwood Lake Brook,DS of Taconic Road,41.085105,-73.623437
18941,Rippowam River,US of cascade/woodbine road,41.150336,-73.534197
18942,Springdale Brook,US of Woodbrook dr,41.113739,-73.522881
18943,Rippowam River,at Studio Rd,41.111187,-73.554711
18944,Cummings Brook,adj to Royale Rd,41.08594,-73.476216
18945,Noroton River,at Indian Waters Dr,41.130653,-73.508094
18946,Lake Waramaug,Town Boat Launch,41.683144,-73.352539
18947,Lake Waramaug,LKW-1 deep part of lake in eastern lobe north of town boat launch,41.69186,-73.34863
18948,Stillwater Pond,Deepest part of lake near dam,41.83487,-73.14888
18949,Park Pond (Winchester),PP-1: at deepest part of pond,41.89215,-73.1461
18950,Bantam Lake (Litchfield/Morris),BL-1 at deepest part of lake,41.69983,-73.22082
18951,Bantam Lake (Litchfield/Morris),BL-N-1 at deep part of lake in northern cove,41.7121,-73.20954
18952,Ball Pond Brook,US Route 37,41.46775,-73.48821
18953,Lake Terramuggus (Marlborough),TERR-1 at deepest part of lake,41.63612,-72.46783
18954,Red Cedar Lake (Lebanon),RCL-1 at deepest part of pond,41.55946,-72.22971
18955,Blackledge River,below Parker Rd,41.660352,-72.444673
18956,Blackwell Brook,500m downstream of Wauregan Rd,41.735804,-71.949527
18957,Blackwell Brook,On Brooklyn/Pomfret Town Line,41.815497,-71.993193
18958,Walker Brook,Downstream Intersection of Walker Brook and Chapin Rds,41.616449,-73.35282
18961,Fraser Brook,at Salem Community Park,41.48108,-72.25275
18962,East Branch Eightmile River,100m downstream Darling Road,41.442214,-72.306195
18963,Birch Mountain Brook,at Case Pond Lot,41.766826,-72.48109
18964,Birch Mountain Brook,at Spring Street,41.761304,-72.490362
18965,Birch Mountain Brook,at Birch Mountain Rd pulloff Upstream Blue Ridge Dr,41.755626,-72.471125
18966,Birch Mountain Brook,Downstream Blue Ridge Drive,41.757517,-72.47293
18967,Byram River Unnamed Tributary to (Sutton's Brook),900ft Southeast of Audubon Lane culdesac,41.086034,-73.70111
18968,LIS Field Blank,New Haven Harbor,41.133158,-72.898406
18969,Anguilla Brook,South Angullia road near rte 234,41.379736,-71.872335
18970,Muddy River,Tyler Mill Rd-closed bridge,41.420464,-72.787417
18971,Converse Pond Brook,100m downstream Lake Ave,41.10526,-73.653078
18972,Farmington River,head of island below River Run condo,41.864255,-72.956171
18973,West Branch Farmington River,Upstream of New Hartford maintaince garage,41.879806,-72.978717
18974,West Branch Farmington River,75 m below dirt access road to Greenwoods area,41.891859,-72.98023
18975,West Branch Farmington River,East Braid above Morgan Brook confluence,41.903011,-72.987542
18976,West Branch Farmington River,West braid above morgan brook confluence,41.902875,-72.988067
18977,West Branch Farmington River,from rte 318 upstream,41.912689,-72.987906
18978,West Branch Farmington River,adjacent to East river Road behind campground,41.939146,-73.003935
18979,Enders Brook,50m upstream Rte 219 within Enders State Forest,41.95346,-72.883814
18980,Roaring Brook,300m west of Roaring Brook Rd within Roaring Brook Park,41.483056,-72.944167
18981,Lyman Brook,125m downstream of Glenwood Drive culdesac,41.63271,-72.45228
18982,Meadow Brook,50m downstream Prospect Hill Rd,41.583056,-72.37972
18983,Pocotopaug Creek,Downstream Rt 16,41.56424,-72.50734
18984,Willeys Brook (Christopher Brook),Upstream Clark Hill Road,41.595707,-72.520381
18987,Deep Brook Unnamed Tributary to,Near kiosk within KLT Tobin Preserve,41.777969,-73.39433
18988,GOODHILL BROOK (Good Hill Brook) - DUP OF 16696??,US of Grassy Hill Rd,41.5408,-73.2342
18989,Womenshenuck Brook (Womenshenuk Brook),Adj Route 341 within Emery Park,41.712841,-73.46587
18990,Battleswamp Brook,Upstream Judds Bridge Road (within RLT Preserve),41.582548,-73.33104
18991,Carmel Hill Brook,at Peter Road,41.58453,-73.234289
18992,Clark Brook,at Middle Road Turnpike and Tomlinson Rd intersection,41.565501,-73.174173
18993,East Meadow Brook,at Scratchville Road,41.555091,-73.197062
18994,Indian Hollow Brook,US Jerusalem Road,41.672761,-72.13334
18996,Beaver Brook,200 ft upstream Bass Rd,41.68417,-72.10924
18997,WEWAKA BROOK,Parallel to Rte 133 1.4 miles DS Wewaka Rd,41.4878,-73.3508
18998,English Neighborhood Brook,Downstream Rte 169,41.991166,-71.99663
18999,Bigelow Brook,Downstream of Boston Hollow Rd/Rte 171,41.990818,-72.13299
19000,Beaver Brook,150m downstream of Bass Rd,41.68217,-72.108798
19001,Bigelow Brook,Downstream of Boston Hollow Rd,41.943469,-72.14836
19002,Still River,350m downstream Pilfershire Rd,41.868424,-72.08972
19003,Still River,At Cross St,41.395093,-73.42908
19004,Farmington River,Below island at Mundy Hollow confluence (western braid),41.891229,-72.6621
19005,Connecticut River,At Haddam Meadows State Park,41.484848,-72.50888
19006,Connecticut River,750m upstream marina at Bulkeley Park,41.656263,-72.62597
19007,Connecticut River,650m downstream Rte 190,41.984039,-72.60439
19008,West Branch Farmington River,1000m Upstream Collinsville Rd,41.771704,-72.90107
19009,Housatonic River,200m downstream Indian Well Rd,41.331531,-73.11449
19010,Branch Brook,Upstream Centre Pike road crossing (Yale Myers forest),41.94825,-72.12365
19011,East Branch Farmington River,below Lake McDonough,41.874462,-72.958104
19012,Stiles Brook,between mouth and Rt 6,41.508456,-73.210897
19013,Hawleys BrookUnnamed tributary,below Golf course,41.256504,-73.336004
19014,Barrett Ledge Brook,upstream Pomfret Landing Rd,41.83303,-71.93552
19015,Bride Brook,at outlet from Bride Lake,41.324913,-72.240903
19016,Trout Brook,At Loomis St across from Apt #105,41.76615,-72.7392
19017,Todd Hollow Brook,Upstream Keegan Rd,41.654345,-73.036215
19018,Long Meadow Pond Brook,200m Upstream Rubber Ave,41.495843,-73.098431
19019,Wachocastinook Creek,Adjacent Mt Riga Rd at gate upstream driveway #58,41.993089,-73.438412
19020,Moosehorn Brook,Adjacent Sentry Hill Rd at #80/Few Acres farm dirt road,41.570871,-73.327091
19021,Farm Brook,Upstream Oakland Rd/Rt 30,41.82225,-72.543615
19022,Comstock Brook,downstream Middlebrook Farm Road,41.204447,-73.447964
19023,Bruce Brook,Between Brookbend Rd & Rte 108/Nichols Ave Upstream Meadowbrook Rd,41.210217,-73.144621
19024,Crystal Lake Brook,At Williamson Rd,41.966806,-72.362173
19025,Menunketesuck River,Adjacent #423 Roast Meat Hill,41.382789,-72.552639
19026,Horseneck Brook,Upstream Rte 1 behind #177 Putnam Ave,41.027382,-73.633868
19027,HAVEN'S LEDGE Brook,Within Natchaug State Forest 850m south of Abbington Rd/Firetower Rd,41.881575,-72.06298
19028,West Side Pond,Deepest Part of Lake,41.85516,-73.25655
19029,Roaring Brook,upstream of Case Pond,41.99725,-73.22881
19030,Roaring Brook trib,30 m upstream of confluence with Roaring Brook,41.99672,-73.2284
19031,Lake Waramaug,At Station 3 deep part center lobe north Tinker Hill Rd,41.698054,-73.359274
19032,Joshua Cove 01,Mouth of Outlet Stream to Beattie Pond,41.25985,-72.7043
19034,Joshua Cove 02,0.1 mi east of Foskett Island and 0.09 mi west of Horse Island Joshua Cove Branford,41.256292,-72.710299
19035,Island Bay 01,~0.7 mi northwest of Point Rd Joshua Cove Branford,41.258042,-72.719082
19036,Farm River 03,Downstream of Whalers Point Road,41.247309,-72.858832
19037,Farm River 02,Upstream of Whalers Pt. Road,41.253142,-72.856866
19038,Unnamed Trib to Farm River 01,upstream of Alex Warfield Rd,41.275776,-72.860995
19039,Bissell Brook,upstream Eno Place,41.895525,-72.786312
19040,Bissell Brook,at Old Barge Road,41.899044,-72.791134
19041,Bissell Brook,Apartment complex driveway xing off Hoskins Road,41.898264,-72.789353
19042,Standish Brook,Upstream of Red Schoolhouse Road,41.544871,-72.387518
19043,Pine Brook Unnamed tributary to,Downstream of Wickham Rd,41.51486,-72.38311
19044,Quinnipiac River,at West Queen Street,41.640649,-72.879808
19045,Unnamed tributary to Wash Brook,at Bloomfield Ave (Rt 189),41.812678,-72.7351
19046,Stratton Brook,adjacent well upstream of fishing pond Stratton Brook State Park,41.863186,-72.838132
19047,Mill Brook,at Old Pequonock Road,41.865242,-72.701833
19048,South Fork Hockanum River (Hop Brook),at Charter Oak Greenway pedestrian bridge,41.762419,-72.51339
19049,Bullet Hill Brook,150m upstream Garage Road,41.479271,-73.214436
19050,Abbey Brook,US of Billings Rd,41.972349,-72.474296
19051,Adds Brook,US of Elm ST,41.924827,-72.628083
19052,Allen Brook,75 m above Pond,41.42436,-72.833607
19053,South Fork Hockanum River (Hop Brook),upstream 12 M stormwater discharge location,41.763575,-72.520639
19054,Stormwater to South Fork Hockanum River (Hop Brook),stormwater discharge confluence of Hop Brook downstream Main St (Rt 83),41.763553,-72.521076
19055,South Fork Hockanum River (Hop Brook),10 M downstream of AWQ 19054 Stormwater Discharge,41.763423,-72.521553
19056,South Fork Hockanum River (Hop Brook),30 M downstream of AWQ 19054,41.763415,-72.521894
19057,Trout Brook,15 M Upstream of Storwater Discharge Pipe west bank,41.760488,-72.738169
19058,Stormwater to Trout Brook,Downstream Memorial Road west bank,41.760388,-72.738179
19059,Trout Brook,10 M downstream from stormwater discharge AWQ 19058,41.760238,-72.738048
19060,East Branch Naugatuck River,30 M upstream of Stormwater Pipe,41.797741,-73.115604
19061,Stormwater into East Branch Naugatuck River,upstream Franklin Drive on East Bank,41.797617,-73.115542
19062,East Branch Naugatuck River,10 M downstream from AWQ 19061 stormwater pipe to E Br Naugatuck,41.797451,-73.115676
19063,Round Brook,Downstream of South Road,41.51845,-72.185116
19064,Tadma Brook,Downstream of South Road,41.512293,-72.164157
19065,Goodwin Brook,10 m above conlfuence with Podunk River,41.790768,-72.641413
19066,Newbury Brook,10 m above Conn. River,41.823295,-72.639251
19067,Goldmine Brook,Upstream of Old Salem Road,41.508878,-72.132901
19068,Falls Brook,DS of Fitch Hill Rd.,41.477406,-72.139408
19069,mcAlpine Brook,US of  Pond above OxoBoxo Dam Rd,41.478925,-72.17362
19070,Pheneys Brook,US of Old Colchester Rd,41.484787,-72.204264
19071,Podunk River,275m ds of Rte 194 in Maj. Michael Donnelly Land Preserve,41.844551,-72.569385
19072,Bunnell Brook Unnamed Tributary/Drainage to,Downstream Clearwater Creek Rd,41.783346,-72.962643
19073,Saugatuck Harbor 02,offshore Harbor proper in the vicinity of Harbor Rd and Canal Rd,41.101733,-73.373833
19074,Saugatuck Harbor 04,downstream from RR bridge west of Jackie Lane north of small island,41.119067,-73.368517
19075,Saugatuck Harbor 06,offshore northwest of Sylvan Rd southwest of Riversdie Ave (Rte 33) north of Riverview Rd,41.132683,-73.366383
19076,Cedar Swamp Brook,DS of Rt 97,41.766685,-72.05671
19077,Sherman Brook Trib. of,,41.569733,-72.284221
19078,Sherman Brook Trib. of,,41.568607,-72.276934
19079,Sherman Brook Trib. of,,41.56778,-72.268186
19080,Sherman Brook Trib. of,,41.567718,-72.268024
19082,Sherman Brook Trib. of,,41.56934,-72.277008
19083,Sherman Brook Trib. of,,41.570202,-72.283331
19084,Sherman Brook Trib. of,,41.574765,-72.295048
19085,Sherman Brook Trib. of,,41.574595,-72.294415
19086,Lyman Brook Unnamed tributary to,Upstream of Rte 2 75m,41.628414,-72.449226
19087,Wood Creek,Downstream Ashpohtag Rd,42.015952,-73.195335
19088,Wood Creek,at Rt 272 (North Street),41.994771,-73.202277
19089,Yantic River Unnamed tributary to,upstream of Yantic River at Gilman Pond,41.579533,-72.20122
19090,Coppermine Brook,Bridge Crossing @ Louisiana Ave,41.689624,-72.913762
19091,Coppermine Brook,US of Artisan St Bridge Crossing,41.682615,-72.910495
19092,Roaring Brook,at Mt Vernon Road,41.607541,-72.92396
19093,Lake Forest,Unspecified location on lake,41.22045,-73.20703
19094,Olson Brook,top end -30 m below Rte 44,41.797359,-72.37294
19095,Lake Quassapaug (Middlebury),QUS-2 Deepest part near boat launch,41.53059,-73.15432
19096,Mad River,between Rugg Bk Reservoir and Norfolk Rd (Rt 44),41.943392,-73.114898
19097,Branch Brook,adjacent Reynolds Br Rd,41.649751,-73.088586
19098,Branch Brook,at park road bridge crossing,41.66115,-73.114601
19099,Branch Brook,upstream Rt 6 in Black Rock State Park,41.655443,-73.098067
19100,Conant Brook,DS of Wildwood Rd,41.806873,-72.202255
19101,Conant Brook,below Mulberry Rd,41.79524,-72.19694
19102,School House Brook,US of Clover Mill Rd,41.774188,-72.214277
19103,Minister Brook,at Red Stone Drive,41.835145,-72.828294
19104,Mott Hill Rd,Below Del Reeves Rd,41.642171,-72.52677
19105,Mott Hill Rd,US Del Reeves Rd,41.641689,-72.526899
19106,Mott Hill Brook Unnamed tributary to,DS of Del Reeves Rd,41.644311,-72.529807
19107,Mott Hill Brook,DS of Del Reeves Rd,41.644223,-72.527071
19108,Mott Hill Brook,US of Del Reeves Rd,41.641657,-72.526878
19109,Buck Brook,DS of Del Reeves Rd,41.625455,-72.556666
19110,Flat Brook,US of Finley Hill Rd,41.681854,-72.470026
19111,Dickinson Creek Unnamed tributary to,above rt 2,41.65018,-72.495131
19112,Dickinson Creek Unnamed tributary to,50 m below town line along rt 2,41.652264,-72.500324
19113,Merrick Brook Unnamed tributary to,Us of South Brook Rd,41.739072,-72.084552
19114,Merrick Brook Unnamed tributary to,DS of Kemp Rd,41.731803,-72.078965
19115,Merrick Brook,DS of Calvin Burnham Rd,41.76064,-72.095442
19116,Merrick Brook Unnamed tributary to,US of Brook Rd,41.702272,-72.081942
19117,Judd Brook Unnamed tributary to,US of Old Amston Rd.,41.596467,-72.330012
19118,Judd Brook Unnamed tributary to,DSof Airline Trail,41.598724,-72.335513
19119,Flat Brook Unnamed tributary to,US of Finley Hill Rd,41.681001,-72.469859
19120,Bullet Hill Brook,within Southbury Plaza,41.480239,-73.2121
19121,Bullet Hill Brook,Adjacent Old Waterbury Road above Church Road intersection,41.48494,-73.19425
19122,Jeremy River,cemetery through state gate of River rd,41.578936,-72.408748
19123,Jeremy River Unnamed tributary to,DS of Wall St,41.682599,-72.360806
19124,Jeremy River Unnamed tributary to,Downstream Skinner Lane,41.68485,-72.36887
19125,Ponset Brook,Upstream of rt 9N offramp,41.472919,-72.556283
19126,Higganum Creek,Ds of Dublin Hill Rd,41.499096,-72.555982
19127,Candlewood Hill Brook,DS of CandleWoodHill Road #316,41.484871,-72.584245
19128,Armstrong Brook,DS Mile Creek Rd,41.300306,-72.270088
19129,Little Meadow Brook,DS of Stone Boat Rd,41.35752,-72.697016
19130,Neck River,Downstream of Deepwood Dr.,41.341053,-72.650485
19131,Neck River,Us of Bradleys Corner,41.347223,-72.646096
19132,Little River Tributary,DS of Goodwin Rd,41.686485,-72.05015
19133,Little River Unnamed tributary to,Upstream Miller Rd,41.698783,-72.055638
19134,Little River,US Ford Dohanhue Construction,41.735159,-72.05737
19135,Burnham Brook,DS of Wyndham Rd.,41.745787,-72.044877
19136,Pomperaug River,100m Ds of Dam at South Britian,41.470386,-73.253767
19137,Pomperaug River,DS of Heritage Village Foot Bridge,41.49167,-73.222348
19138,Poland River,US of Rte 72 north of Preston Rd,41.704014,-73.009085
19139,Plum Gully Brook,DS of Deming Rd,41.821656,-72.556698
19140,Pine Brook,DS of Allen Hill Rd,41.759039,-71.923424
19141,Mill River,Cook Hill Rd Crossing,41.467004,-72.896607
19142,Mill River,River Rd Crossing,41.438763,-72.902497
19143,Brown Brook,200m above mass border,42.029332,-72.166582
19144,Brown Brook Trib,above Pond and Brown Brook confluence,42.00936,-72.172161
19145,Polkville Ave Brook,Mix Street Road Crossing,41.696861,-72.91774
19146,Stratton Brook,downstream fishing pond dam,41.864463,-72.83479
19147,Safstrom Brook,Us of 2nd crossing on Wopowaug Rd,41.533603,-72.475964
19148,Falls River,Pond Meadow Rd-lower crossing,41.341182,-72.454233
19149,Menunketesuck River Unnamed tributary to,at Chettenden Hill Rd,41.326822,-72.510921
19150,Menunketesuck River Unnamed tributary to,At Chittenden Hill Rd,41.32847,-72.500034
19151,Pachaug River,100 ds of Wylie School Rd,41.583446,-71.825652
19152,Ash Brook,US of Rte 44,41.797199,-72.399451
19153,Ash Brook Trib,US of Rte 44,41.797163,-72.399049
19154,Aspetuck River,behind Aquarion Office,41.255056,-73.322539
19155,Weekeepeemee River,at Chohees Trail,41.60453,-73.225146
19156,Weekeepeemee River,Crane Hollow Road,41.612657,-73.22186
19157,Weekeepeemee River,Adjacent to Mill Pond Road near intersection with Route 132,41.631128,-73.222455
19158,Birdseye Brook,30m upstream Valley Road,41.835476,-73.328504
19159,Ocain Brook,20m upstream Rte 63 adj North Goshen Road,41.900771,-73.267512
19160,Guinea Brook,30m upstream Kings Hill Rd,41.825278,-73.425543
19161,Birdseye Brook,10m upstream Great Hollow Rd downstreamTanner Brook confluence,41.83246,-73.32022
19162,Burlington Brook,Punch Brook Confluence,41.781751,-72.926296
19163,Morgan Brook,Adj  Rte 44 below store,41.902851,-72.995379
19164,Housatonic at Spring Hole,Approx 500 m downstream of Carse Brook confluence,41.850842,-73.375716
19165,Connecticut River,at confluence with Mattabesset River,41.57219,-72.65098
19166,Assekonk Brook,s Rte 2 by Wheeler High School. N of swamp,41.438276,-71.884792
19167,Ayers Brook,Terry Rd,41.567293,-71.965448
19168,Backwater Brook,US of Anderson Rd,42.002372,-71.901698
19169,backwater brook trib,Pond outflow,41.9988,-71.903033
19170,Ballwall Brook,US of confluence with aspetuck river,41.256817,-73.322483
19171,Bantam River,US of Rte 202,41.756026,-73.182916
19172,Bantam River,Mt Tom outflow US,41.695298,-73.264474
19173,Beach Pond Trib,Parallel to Beach Pond Boat Launch,41.583713,-71.805334
19174,Beach Pond Trib,US of Rte 165,41.573462,-71.798626
19175,Beardsley Brook,DS of Church St  and Lover Lane,41.328446,-73.214939
19176,Beaver Brook,US of rte 207 west of under mountain rd,41.632557,-72.141487
19177,Beaver Brook,US of Merrick confluence,41.679524,-72.108888
19178,Beaver Meadow Brook,US of picnic area foot bridge  Ds of BM Rd,41.457723,-72.526003
19179,Bigelow Brook,50m US & DS of Leadmine Brook,41.957737,-72.152503
19180,Bigelow Brook,DS of Mashapaug Lake Dam,42.004197,-72.128465
19181,Bigelow Brook Trib.,DS of Park Access road by Bigelow pond boat Launch,41.994606,-72.125659
19182,Bindloss Brook,US of CowHill Rd,41.369703,-71.974541
19183,Birge Pond Brook,At end or Berkshire Rd,41.696404,-72.952136
19184,Blackledge River,US of Viaduct,41.582904,-72.422373
19185,Bloody Brook,AT Rte 4,41.840636,-73.348374
19186,Bolton Pond Brook,Adjacent to South Rd,41.781601,-72.416778
19187,Burnap Brook,100m above Hop River Rail Trail and falls,41.746341,-72.397327
19188,Burnham Brook,above Baker Rd,41.476301,-72.314715
19189,Burton Brook,At end  of Old Reservoir Rd Ext,42.000982,-73.47447
19190,Branch Brook,at Rte 77,41.375834,-72.711494
19191,Bunker Hill Brook,at country road,41.413348,-72.630357
19192,Bunker Hill Brook,Above Tertrams Pond,41.421965,-72.625572
19193,Carr Brook,above Conn. River,41.763699,-72.678833
19194,Cathole Brook,above Sears in Mall,41.552369,-72.804422
19195,Catlin Brook,in St John Cemetery below christian St,41.454833,-72.804001
19196,Center Brook,DS of Colebrook Rd,41.991895,-73.097566
19198,East Branch Leadmine Brook,0.5 mile below leadmine brook rd.,41.783399,-73.065403
19199,East Aspetuck River,Carlson's Grove Old Mill Rd,41.643542,-73.381065
19200,East Aspetuck River,DS of first crossing on Rte 202,41.62971,-73.393392
19201,Cold Brook,US of Evergreen Rd,41.614397,-72.695025
19202,Cold Brook,Upstream of Weighstation Rd,41.657002,-72.151181
19203,Cold Brook,DS of Weighstation Rd,41.657286,-72.150953
19204,Colebrook Reservoir Tributary,US Rte 8 600 m South of Mass Border,42.034089,-73.056882
19205,Collier Brook,US of rte 287,41.689618,-72.686845
19206,Connecticut River,Stony brook mouth to kings island,41.954176,-72.619822
19207,Connecticut River,US of Stony Brook confluence west bank,41.958197,-72.61774
19208,Coppermine Brook,US of Rte 6,41.693876,-72.914527
19209,Cory Brook,DS of Lisbon Rd,41.670876,-72.008042
19210,Cory Brook,US of Kinne Rd,41.68183,-72.017011
19211,Coventry Brook,DS of Trowbridge Rd.,41.794016,-72.35762
19212,Cove River,opposite Riverview Ter.,41.263098,-72.96029
19213,Crow Hill Brook,100 m below state line,42.03044,-72.336494
19214,Harris Brook,0.25 mi upstream Music Vale Rd,41.487386,-72.27044
19215,East Branch Eightmile River Unnamed tributary to (Ransom Brook),30m downstream Darling Rd,41.454943,-72.283556
19216,Thompson Brook,at mouth upstream confluence with Farmington River,41.770209,-72.825141
19217,Thompson Brook,50m downstream Tillotson Rd (downstream Farm Pond dam),41.772577,-72.826633
19218,Thompson Brook,300m upstream of Tillotson Rd,41.770833,-72.830423
19219,Safford Brook,Downstream of Barber Road,41.93677,-72.04787
19220,Buttonball Brook,Downstream S Bear Hill Road,41.77356,-72.1313
19221,Bradley Brook,US of Rte 4,41.776232,-72.939404
19222,Bradley Brook,US of  Upper Raceway intake at Burlington Hatchery,41.767894,-72.955095
19223,Tufts Branch,DS of Rte 131,42.019234,-71.943095
19224,Tufts Branch Trib,US Watson Rd,42.02071,-71.939324
19225,West Branch Farmington River,US of Canoe Launch (Rte 20 and Hogback Rd),41.970881,-73.018044
19226,West Branch Farmington River,US of Rte 219,41.87824,-72.977414
19227,Farmingotn River West Branch,East braid at top of central riffle,41.89691,-72.981362
19228,West Branch Farmington River,east braid above centrla riffle,41.896838,-72.981324
19229,Fence Creek,DS of New road,41.287852,-72.58285
